S. No.,Name,Desc,Gender
4061,Sohalia,moon-glow,F
4062,Sohana,graceful,F
4063,Sohni,beautiful,F
4064,Soma,moon-rays,F
4065,Somalakshmi,lustre of the moon,F
4066,Somansh,half moon,F
4067,Somatra,excelling the moon,F
4068,Sona,gold,F
4069,Sonakshi,golden-eyed,F
4070,Sonal,golden,F
4071,Sonali,golden,F
4072,Sonam,beautiful,F
4073,Sonia,golden,F
4074,Sonika,golden,F
4075,Soorat,beauty,F
4076,Soumya,handsome,F
4077,Sourabhi,fragrance; the celestial cow,F
4078,Sphatika,Crystal,F
4079,Sragvi ,Tulasi (Sacred Basil plant),F
4080,Sristi,creation,F
4081,Sriya,prosperity,F
4082,Stavita,praised,F
4083,Stuti,praise,F
4084,Subarna,of the colour of gold,F
4085,Subhadra,a wife of Arjuna,F
4086,Subhaga,a fortunate person,F
4087,Subhagya,lucky,F
4088,Subhashini,well-spoken,F
4089,Subhuja,auspicious Apsara,F
4090,Subrata,devoted to what is right,F
4091,Suchandra,beautiful,F
4092,Sucharita,of good character,F
4093,Sucheta,with a beautiful mind,F
4094,Suchi,radiant,F
4095,Suchira,tasteful,F
4096,Suchita,beautiful,F
4097,Suchitra,beautiful,F
4098,Sudakshima,wife of king Dilip,F
4099,Sudarshana,handsome,F
4100,Sudeepa,bright,F
4101,Sudeepta,bright,F
4102,Sudeshna,wife of king Virata,F
4103,Sudevi,wife of Krishna,F
4104,Sudha,nectar,F
4105,Sudhamayi,full of nectar,F
4106,Sudhira,calm,F
4107,Sudhithi,bright flame,F
4108,Sudipta,bright,F
4109,Sudipti,brightness,F
4110,Sugita,beautifully sung,F
4111,Sugouri,Goddess Parvati,F
4112,Suhag,love,F
4113,Suhaila,moon-glow,F
4114,Suhasini,ever-smiling,F
4115,Suhela,easly accessible,F
4116,Suhina,beautiful,F
4117,Suhitha,suitable,F
4118,Suhrita,well-disposed,F
4119,Sujala,affectionate,F
4120,Sujata,of good caste,F
4121,Sujaya,victory,F
4122,Sukanya,comely,F
4123,Sukeshi,with beautiful hari,F
4124,Sukriti,good deed,F
4125,Suksma,fine,F
4126,Sukthi,shining,F
4127,Sukumari,soft; meritorious,F
4128,Sulabha,easy; natural,F
4129,Sulakshana,well brought up,F
4130,Sulalita,very pleasing,F
4131,Sulekh,beautifullY,F
4132,Suloch,one with beautiful eyes,F
4133,Sulochana,one with beautiful eyes,F
4134,Sultana,queen,F
4135,Sumana,flower,F
4136,Sumanolata,flowery,F
4137,Sumati,good minded,F
4138,Sumedha,wise,F
4139,Sumita,a good friend,F
4140,Sumitra,Lakshman'd mother,F
4141,Sunanda,very pleasing,F
4142,Sunandini,happy,F
4143,Sunandita,happy,F
4144,Sunaya,very just,F
4145,Sunayana,a woman with lovely eyes,F
4146,Sunayani,a woman with lovely eyes,F
4147,Sundari,beautiful,F
4148,Sundha,a character in Ramayana,F
4149,Suneeti,mother of Dhruva,F
4150,Sunetra,one with beautiful eyes,F
4151,Sunila,blue,F
4152,Sunita,one with good morals,F
4153,Suniti,good principles,F
4154,Suparna,leafy,F
4155,Suprabha,radiant,F
4156,Supriti,true love,F
4157,Supriya,beloved,F
4158,Surabhi,"wish-yielding cow, fragrance",F
4159,Suraksha,protection,F
4160,Surama,very pleasing,F
4161,Suranjana,pleasing,F
4162,Suravinda,a beautiful Yaksa,F
4163,Surekha,beautifully drawn,F
4164,Surina,a goddess,F
4165,Surotama,auspicious Apsara,F
4166,Suruchi,good taste,F
4167,Surupa,beautiful,F
4168,Surya,sun god,F
4169,Suryakanti,suns's rays,F
4170,Sushama,beauty,F
4171,Sushanti,peace,F
4172,Sushila,good conduct,F
4173,Sushma,beautiful woman,F
4174,Sushmita,good smile,F
4175,Sushobhana,very beautiful,F
4176,Susita,white,F
4177,Susmita,smiling,F
4178,Sutanuka,beautiful,F
4179,Sutapa,seeker of God,F
4180,Suvarna,golden,F
4181,Suvarnaprabha,lustre of gold,F
4182,Suvarnarekha,ray of gold,F
4183,Suvarnmala,golden necklace,F
4184,Swagata,welcome,F
4185,Swaha,wife of Agni; the lord of the fire,F
4186,Swapna,dreamlike,F
4187,Swapnali,dreamlike,F
4188,Swapnasundari,woman of dreams,F
4189,Swarnalata,lustrous,F
4190,Swarupa,truth,F
4191,Swasti,name of a star,F
4192,Swati,a nakshatra,F
4193,Sweta,fair complexioned,F
4194,Swetha,pure,F
4195,Tabassum,a flower,F
4196,Talikha,nightingale,F
4197,Tamali,a tree with very dark bark,F
4198,Tamalika,belonging to a place full of Tamal,F
4199,Tamanna,desire,F
4200,Tamasa,a river; darkness,F
4201,Tamasi,night,F
4202,Tambura,a musical instrument,F
4203,Tanaya,son,F
4204,Tanika,rope,F
4205,Tanima,slenderness,F
4206,Tanmaya,absorbed,F
4207,Tannishtha,dedicated,F
4208,Tanseem,salute of paradise,F
4209,Tanu,body,F
4210,Tanuja,a daughter,F
4211,Tanuka,slender,F
4212,Tanushri,beautiful,F
4213,Tanvi,a delicate girl,F
4214,Tapani,the river Godavari,F
4215,Tapasi,a female ascetic,F
4216,Tapati,the sun's daughter,F
4217,Tapi,name of a river,F
4218,Tapti,a river,F
4219,Tara,star,F
4220,Taraka,star,F
4221,Tarakeshwari,Goddess Parvati,F
4222,Tarakini,starry night,F
4223,Tarala,honeybee,F
4224,Tarana,a musical composition,F
4225,Tarangini,a river,F
4226,Tarannum,melody,F
4227,Tarika,starlet,F
4228,Tarini,Goddess Parvati,F
4229,Tarjani,the first finger,F
4230,Taru,tree,F
4231,Tarulata,a creeper,F
4232,Taruni,young girl,F
4233,Tarunika,young girl,F
4234,Tarunima,youth,F
4235,Tatini,river,F
4236,Teertha,place of pilgrimage,F
4237,Teesta,a river,F
4238,Tehzeeb,elegance,F
4239,Teja,radiant,F
4240,Tejal,lustrous,F
4241,Tejashree,with devine power and grace,F
4242,Tejaswi,lustrous,F
4243,Tejaswini,lustrous,F
4244,Thamarai,"Lotus flower, Pure and lovely",F
4245,ThamilSelvi,pride of the Tamilians,F
4246,ThenMoli,speaks sweet like honey,F
4247,Thenral,Cool breeze;encouraging,F
4248,Thulasi,holy plant with sweet fragrance,F
4249,Thumri,light classical melody,F
4250,Tilaka,a kind of necklace,F
4251,Tilottama,a celestial maiden,F
4252,Timila,a musical,F
4253,Titiksha,forgiveness,F
4254,Toral,a folk heroine,F
4255,Treya,walking in three paths,F
4256,Tridhara,the river Ganga,F
4257,Triguna,maya or illusion; Goddess Durga,F
4258,Triguni,the three dimensions,F
4259,Trikaya,three dimentional,F
4260,Trilochana,Lord Shiva,F
4261,Trinayani,Goddess Durga,F
4262,Trinetra,Goddess Durga,F
4263,Triparna,leaf of sacred Bael,F
4264,Tripta,satisfied,F
4265,Tripti,satisfaction,F
4266,Tripurasundari,Goddess Parvati,F
4267,Tripuri,Goddess Paravati,F
4268,Trisha,thirst,F
4269,Trishala,mother of Lord Mahavir,F
4270,Trishna,thirst,F
4271,Triveni,confluence of three sacred rivers,F
4272,Triya,young woman,F
4273,Triyama,night,F
4274,Trupti,satiatedness,F
4275,Trusha,thirst,F
4276,Tuhina,snow,F
4277,Tulasi,a sacred plant (basil),F
4278,Tulika,brush,F
4279,Tusharkana,a particle of snow,F
4280,Tusti,"peace, happiness",F
4281,Tvarika,"swift, quick ",F
4282,Tvesa,"brilliant, glittering",F
4283,Udaya,dawn,F
4284,Udita,one who has risen,F
4285,Uditi,rising,F
4286,Ujas,bright,F
4287,Ujjanini,an ancient city,F
4288,Ujjwala,"bright, lustrous",F
4289,"Ujwala, Ujjala",bright,F
4290,Ulka,mateorite,F
4291,Ulupi,"wife of Arjuna, the Pandava prince",F
4292,Uma,Goddess Parvati,F
4293,Umika,Goddess Parvati,F
4294,Umrao,noble,F
4295,Unnati,progress,F
4296,Upala,sandy shore,F
4297,Upama,comparison,F
4298,Upasana,veneration,F
4299,Ura,the heart,F
4300,Urja,energy,F
4301,Urmi,wave,F
4302,Urmila,wife of Lakshmana,F
4303,"Urmila, Urmil",wife of Lakshmana - Lord Rama's brother,F
4304,Urmimala,garland of waves,F
4305,Urna,cover,F
4306,Urshita,firm,F
4307,Urvashi,a celestial maiden,F
4308,Urvasi,most beautiful of Apsaras,F
4309,Urvi,earth,F
4310,Usha,dawn,F
4311,Ushakiran,rays of morning sun,F
4312,Ushashi,morning,F
4313,Ushma,eat,F
4314,Usri,a river,F
4315,Uthami,honest,F
4316,Utpala,lotus,F
4317,Utpalini,lotus pond,F
4318,Utsa,spring,F
4319,Uttara,a star,F
4320,Vagdevi,Goddess Sarawati,F
4321,Vahini,flowing,F
4322,Vaidehi,name of Sita,F
4323,Vaijayanti,a garland of Lord Vishnu,F
4324,Vaijayantimala,a garland of Lord Vishnu,F
4325,Vaishali,an ancient city of India,F
4326,"Vaishavi, Vaishnodevi",Goddess Parvati,F
4327,Vajra,diamond,F
4328,Vallari,Goddess Parvati; creeper,F
4329,Valli,creeper,F
4330,Vallika,creeper,F
4331,Vama,woman,F
4332,Vanadurga,Goddess Parvati,F
4333,Vanaja,a forest girl,F
4334,Vanamala,garland of forests,F
4335,Vanani,forest,F
4336,Vanathi,of the forest,F
4337,Vanca,"wish, desire",F
4338,Vandana,salute,F
4339,Vanhi,fire,F
4340,Vanhishikha,flame,F
4341,Vani,"muse, Goddess Saraswati",F
4342,Vanita,lady,F
4343,Vanmala,wildflower garland,F
4344,Vanshika,Flute,F
4345,Varada,Goddess Lakshmi,F
4346,Varana,a river,F
4347,Vari,water; sea,F
4348,Varija,lotus,F
4349,Varsha,rain,F
4350,Varuna,wife of the lord of the sea; name of a river,F
4351,Varuni,a goddess,F
4352,Vasanta,spring,F
4353,Vasanti,of spring,F
4354,Vasavi,wife of Indra,F
4355,Vasudha,the earth,F
4356,Vasudhara,Earth,F
4357,Vasumati,apsara of unequalled splendour,F
4358,Vasundhara,the earth,F
4359,Vatsala,affectionate,F
4360,Vedi,altar,F
4361,Vedika,altar; a river in India,F
4362,Vedvalli,joy of the Vedas,F
4363,Veena,a musical instrument (Beena),F
4364,Veenapani,Goddess Saraswati,F
4365,VeeraSundari,Goddess of bravery,F
4366,Vela,time,F
4367,Vennela,Moon Light,F
4368,Vetravati,a river in India,F
4369,Vibha,night,F
4370,Vibhavari,starry night,F
4371,Vibhuti,great personality,F
4372,Vidhut,electricity,F
4373,Vidula,moon,F
4374,Vidya,learning,F
4375,Vidyul,lightning,F
4376,Vidyut,lightning,F
4377,Vijaya,victorious,F
4378,Vijayalakshmi,goddess of victory,F
4379,Vijeta,victorious,F
4380,Vijul,a silk-cottom tree,F
4381,Vilasini,playful,F
4382,Vilina,dedicated,F
4383,Vimala,pure,F
4384,Vinanti,"prayer, request",F
4385,Vinata,"humble, mother of Garuda",F
4386,Vinaya,modest,F
4387,Vindhya,knowledge,F
4388,Vineeta,humble,F
4389,Vinita,requester,F
4390,"Vinoda, Vinodini",pleasing,F
4391,Vinodini,happy girl,F
4392,Vinutha,exceptionally new,F
4393,Vipasa,a river,F
4394,Vipula,plenty,F
4395,Virata,bravery,F
4396,Visala,celestial Apsara,F
4397,Vishakha,a star,F
4398,Vishala,wide; spacious,F
4399,Vishalakshi,large-eyed,F
4400,Vishaya,subject,F
4401,Vishnumaya,Goddess Parvati,F
4402,Vishnupriya,Goddess Lakshmi,F
4403,Viveka,right,F
4404,Vrajabala,girl from Mathura and its neighbourhood,F
4405,Vrinda,basil; Radha,F
4406,Vritti,nature; temperament,F
4407,Vyanjana,rhetorical suggestion ,F
4408,Vyjayanti,,F
4409,Waheeda,"unique, singular",F
4410,Wamika,Goddess Durga,F
4411,Wamil,beautiful,F
4412,Yaalini,Melodious,F
4413,Yaalisai,Melodious,F
4414,Yajna,worship,F
4415,Yamini,night,F
4416,Yamuna,Jamuna river,F
4417,Yamya,night,F
4418,Yashawanthi ,with great fame ,F
4419,Yashawini,successful lady,F
4420,Yashila,famous,F
4421,Yashoda,Krishna's mother,F
4422,Yogini,one who can control senses,F
4423,Yogita,one who can concentrate,F
4424,Yosana,girl,F
4425,Yuktha,"absorbed, attentive",F
4426,Yuthika,multitude,F
4427,Yuvika,"young woman, maid",F
4428,Sanjana,gentle,F
4429,Sanskriti,culture,F
4430,Shachi,wife of Lord Indra,F
4431,Shakti,Goddess Durga; power,F
4432,Sheetal,cool,F
4433,Shilpa,stone,F
4434,Shivangi,beautiful,F
4435,Shreya,auspicious,F
4436,Shruti,expert in Vedas,F
4437,Shubha,auspicious,F
4438,Shraddha,giver of luck,F
4439,Shweta,white,F
4440,Sneha,affection,F
4441,Soumya,handsome,F
4442,Sushma,beautiful woman,F
4443,Swati,a nakshatra,F
